Name,Team,Nac.,Age,Height,Preffoot,Position,Number,ValuePlayer,matchesTotal,matchesStarting,minutesPerGame,goals,goalsFrequency,goalsAverage,totalShotsPerGame,bigChanceMissed,assists,touches,bigChanceCreated,keyPasses,accuratePassesPerGame,successfulPassesOwnHalf,successfulPassesOppositionHalf,successfulLongPasses,accurateChippedPasses,successfulCrossesAndCorners,interceptionsPerGame,tacklesPerGame,possessionWonFinalThird,challengesLostPerGame,totalClearancesPerGame,errorLeadToAShot,errorLeadToaGoal,penaltiesConceded,successfulDribblesPerGame,duelsWonPerGame,groundDuelsWonPerGame,aerialDuelsWonPerGame,possessionLost,fouls,wasFouled,offsides,yellowCards,yellowRedCards,redCards
nacho-vidal,Osasuna,ESP,25,180 cm,Right,D,2,3.2M €,19,18,82,0,0.0,0.5,1,0,60.4,3,0.9,25.9 (71%),12.7 (82%),13.6 (58%),2.9 (44%),2.8 (52%),0.4 (16%),1.6,1.4,0.3,0.6,1.7,1,0,1,1.1 (81%),5.4 (61%),3.8 (64%),1.6 (55%),15.1,1.2,1.3,0.0,5,0,0,
toni-lato,Osasuna,ESP,22,173 cm,Left,D,15,1.9M €,1,1,79,0,0.0,1.0,0,0,32.0,0,0.0,9.0 (56%),1.0 (25%),8.0 (57%),0.0 (0%),0.0 (0%),0.0 (0%),1.0,3.0,0.0,0.0,1.0,0,0,0,0.0 (0%),3.0 (43%),3.0 (50%),0.0 (0%),12.0,3.0,0.0,0.0,0,0,0,
facundo-roncaglia,Osasuna,ARG,33,179 cm,Right,D,12,1.7M €,12,12,85,1,1024 min,0.08,0.1,0,0,53.0,1,0.3,27.9 (78%),16.9 (86%),11.1 (66%),3.5 (53%),2.2 (46%),0.1 (11%),1.1,1.4,0.1,0.6,2.5,0,0,2,1.1 (81%),5.8 (61%),3.1 (62%),2.7 (59%),11.0,1.3,0.8,0.0,3,1,1
aridane-hernandez,Osasuna,ESP,31,186 cm,Right,D,23,1.5M €,21,21,90,3,630 min,0.1,0.5,0,0,45.2,0,0.1,27.3 (79%),19.8 (88%),7.5 (63%),3.5 (50%),1.6 (49%),0.0 (0%),1.0,1.0,0.0,0.1,4.6,1,1,1,0.1 (75%),4.6 (66%),1.4 (67%),3.2 (66%),7.9,0.6,0.4,0.0,5,0,0
raul-navas,Osasuna,ESP,31,185 cm,Right,D,3,1.4M €,2,2,90,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unai-garcia,Osasuna,ESP,27,182 cm,Left,D,4,1M €,4,2,52,1,207 min,0.3,0.5,0,0,29.3,0,0.3,11.5 (68%),7.5 (86%),4.0 (48%),1.0 (22%),1.3 (42%),0.0 (0%),0.3,0.5,0.8,0.0,3.5,0,0,0,0.8 (100%),2.8 (55%),1.5 (67%),1.3 (45%),7.3,0.8,0.3,0.0,0,0,0
sergio-herrera,Osasuna,ESP,26,192 cm,G,1,None,1.4M €,12,11,85,0,0.0,0.0,0,0,36.5,0,0.0,12.0 (47%),6.2 (70%),5.8 (35%),8.2 (38%),1.5 (47%),0.0 (0%),0.1,0.1,0.2,0.2,0.8,2,0,0,0.3 (100%),0.8 (83%),0.8 (82%),0.1 (100%),14.1,0.1,0.5,0.0,2,0,1,
ruben-martinez,Osasuna,ESP,35,187 cm,Right,G,13,650K €,15,14,82,0,0.0,0.0,0,0,29.7,0,0.0,10.7 (46%),6.1 (81%),4.5 (29%),6.9 (36%),1.6 (55%),0.0 (0%),0.0,0.1,0.0,0.0,0.6,0,0,0,0.1 (100%),0.5 (88%),0.2 (100%),0.3 (80%),12.8,0.0,0.1,0.0,0,0,0,
juan-perez,Osasuna,ESP,23,187 cm,Right,G,25,535K €,2,2,90,0,0.0,0.0,0,0,36.5,0,0.0,11.0 (41%),6.0 (63%),5.0 (29%),6.5 (29%),0.5 (25%),0.0 (0%),0.0,0.5,0.0,0.5,0.0,0,0,0,0.0 (0%),0.5 (50%),0.5 (50%),0.0 (0%),16.5,0.0,0.0,0.0,0,0,0,
rodrigo,Valencia,ESP,29,181 cm,Left,F,19,53M €,6,6,88,2,264 min,0.3,3.0,5,2,53.5,3,1.5,27.8 (80%),10.7 (91%),17.5 (71%),0.8 (56%),1.0 (50%),0.3 (25%),0.7,0.7,0.0,0.8,1.2,0,0,0,1.5 (47%),5.2 (41%),4.0 (45%),1.2 (32%),13.8,1.3,2.0,0.2,0,0,0
maximiliano-gomez,Valencia,URU,23,186 cm,Right,F,22,44M €,22,17,69,9,168 min,0.4,1.1,2,2,20.4,5,0.5,7.1 (63%),2.7 (90%),4.4 (52%),0.6 (72%),0.6 (52%),0.0 (0%),0.2,0.4,0.3,0.2,0.6,0,0,0,0.3 (55%),5.2 (51%),2.6 (54%),2.6 (49%),7.0,1.6,2.1,1.0,5,0,0
kevin-gameiro,Valencia,FRA,32,172 cm,Right,F,9,8.3M €,7,4,46,2,160 min,0.3,1.3,1,1,18.7,3,1.0,9.6 (77%),2.9 (100%),6.7 (65%),0.0 (0%),0.1 (25%),0.0 (0%),0.0,0.0,0.3,0.7,0.0,0,0,0,0.1 (33%),1.0 (21%),0.4 (16%),0.6 (29%),5.9,0.6,0.3,0.3,0,0,0
manu-vallejo,Valencia,ESP,23,167 cm,Right,F,15,6.5M €,8,2,39,1,315 min,0.1,0.5,1,0,15.8,1,0.5,5.6 (69%),0.8 (60%),5.0 (69%),0.4 (75%),0.5 (100%),0.1 (33%),0.3,0.8,0.0,0.4,0.1,0,0,0,0.5 (57%),2.3 (39%),1.6 (42%),0.6 (33%),5.9,0.6,0.4,0.1,0,0,0
ruben-sobrino,Valencia,ESP,28,185 cm,Right,F,23,2.7M €,10,1,14,1,140 min,0.1,0.5,0,0,8.8,0,0.2,2.5 (69%),0.6 (60%),2.0 (71%),0.1 (50%),0.2 (50%),0.1 (50%),0.0,0.6,0.0,0.1,0.1,0,0,0,0.4 (100%),1.8 (43%),1.6 (48%),0.2 (22%),3.5,0.6,0.6,0.1,0,0,0
carlos-soler,Valencia,ESP,23,183 cm,Right,M,8,47M €,5,4,79,1,393 min,0.2,1.0,1,0,38.4,0,0.4,23.0 (81%),9.6 (87%),13.4 (75%),0.4 (40%),1.2 (75%),0.0 (0%),0.2,1.0,0.2,1.6,0.6,0,0,0,0.4 (67%),3.2 (48%),2.4 (46%),0.8 (57%),7.8,0.4,1.0,0.0,0,0,0
ferran-torres,Valencia,ESP,20,184 cm,Right,M,20,43M €,6,5,80,2,240 min,0.3,1.5,0,2,53.7,6,1.7,22.8 (81%),8.0 (87%),15.8 (71%),0.2 (17%),0.0 (0%),1.0 (32%),0.8,1.3,1.7,1.3,0.5,0,0,0,2.0 (55%),7.5 (48%),5.2 (48%),2.3 (48%),15.0,0.2,1.8,0.2,0,0,0
dani-parejo,Valencia,ESP,30,180 cm,Right,M,10,34M €,8,8,90,1,720 min,0.1,0.9,2,3,88.9,4,2.3,61.0 (88%),27.1 (90%),35.8 (81%),7.0 (75%),5.6 (66%),1.9 (38%),1.0,1.5,0.5,2.8,0.5,0,0,0,1.3 (59%),5.3 (49%),5.0 (51%),0.3 (33%),14.8,0.4,2.3,0.0,1,0,0
goncalo-guedes,Valencia,POR,23,179 cm,Right,M,7,27M €,3,2,66,0,0.0,0.7,1,0,44.0,0,0.7,19.7 (75%),5.7 (89%),14.0 (66%),0.3 (25%),0.0 (0%),0.0 (0%),0.0,1.3,0.3,0.3,0.0,0,0,0,2.3 (78%),8.0 (67%),7.7 (70%),0.3 (33%),13.7,0.3,4.0,0.0,0,0,0,
geoffrey-kondogbia,Valencia,CAF,27,188 cm,Left,M,6,27M €,5,5,81,1,405 min,0.2,1.0,0,0,58.8,0,0.4,35.6 (86%),20.6 (88%),15.0 (82%),4.2 (58%),3.2 (62%),0.0 (0%),2.6,3.6,0.4,0.8,1.4,0,0,0,0.6 (75%),6.6 (62%),5.4 (68%),1.2 (46%),8.8,0.6,1.2,0.4,1,0,0
francis-coquelin,Valencia,FRA,28,178 cm,Right,M,17,25M €,6,5,72,0,0.0,0.0,0,0,46.8,0,0.2,29.7 (87%),17.3 (91%),12.3 (82%),2.5 (75%),2.7 (84%),0.0 (0%),1.8,1.5,0.2,0.3,2.0,0,0,0,1.2 (58%),5.0 (55%),4.2 (61%),0.8 (36%),7.0,0.8,1.5,0.0,2,0,0,
kang-in-lee,Valencia,KOR,19,173 cm,Left,M,16,21M €,5,1,25,0,0.0,0.4,0,0,20.4,0,0.0,12.6 (82%),5.6 (93%),7.0 (73%),1.2 (60%),1.4 (50%),0.0 (0%),0.0,0.6,0.0,0.4,0.0,0,0,0,0.0 (0%),1.6 (38%),1.6 (42%),0.0 (0%),4.4,1.2,1.0,0.0,1,0,0,
denis-cheryshev,Valencia,RUS,29,179 cm,Left,M,11,5.5M €,6,3,44,2,131 min,0.3,1.2,1,0,20.0,0,0.2,8.2 (68%),4.7 (80%),3.7 (49%),0.7 (57%),0.2 (20%),0.2 (13%),0.2,0.5,0.3,1.3,0.2,0,0,0,0.3 (100%),2.7 (50%),2.0 (52%),0.7 (44%),5.7,0.5,1.3,0.3,0,0,0
vicente-esquerdo,Valencia,ESP,21,180 cm,Left,M,34,330K €,2,0,11,0,0.0,0.0,0,0,9.0,0,0.0,3.5 (64%),1.0 (67%),2.5 (63%),0.0 (0%),0.0 (0%),0.0 (0%),0.0,0.5,0.0,0.0,0.5,0,0,0,0.0 (0%),1.0 (40%),0.5 (25%),0.5 (100%),4.5,0.0,0.0,0.0,0,0,0,
pascu,Valencia B,ESP,20,M,190K €,None,None,None,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
jose-luis-gaya,Valencia,ESP,24,172 cm,Left,D,14,54M €,6,6,90,0,0.0,1.0,1,0,60.8,3,1.2,26.2 (75%),13.3 (81%),13.7 (64%),1.2 (26%),0.3 (17%),0.8 (26%),0.5,2.5,0.2,0.8,2.2,0,0,0,0.8 (42%),6.3 (59%),5.3 (64%),1.0 (43%),13.8,0.8,2.0,0.3,0,0,0,
mouctar-diakhaby,Valencia,FRA,23,192 cm,Right,D,12,31M €,5,4,62,0,0.0,0.0,0,0,39.8,0,0.2,23.6 (86%),19.4 (91%),4.2 (66%),2.0 (48%),1.4 (58%),0.0 (0%),1.0,1.4,0.0,0.2,4.4,0,0,2,0.4 (100%),3.0 (65%),2.2 (69%),0.8 (57%),5.0,1.0,0.6,0.0,2,1,0,
gabriel-paulista,Valencia,BRA,29,187 cm,Right,D,5,23M €,24,23,87,1,2085 min,0.04,0.2,0,0,64.8,0,0.0,47.1 (89%),36.1 (94%),11.0 (75%),3.6 (56%),2.8 (64%),0.0 (0%),1.8,0.8,0.0,0.4,4.6,3,0,0,0.2 (100%),4.1 (60%),1.7 (63%),2.5 (58%),6.7,0.6,0.7,0.0,5,0,0
alessandro-florenzi,Valencia,ITA,29,173 cm,Right,D,25,19M €,1,0,11,0,0.0,0.0,0,0,14.0,0,0.0,10.0 (100%),3.0 (100%),7.0 (100%),0.0 (0%),1.0 (100%),0.0 (0%),1.0,0.0,0.0,0.0,0.0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),1.0,0.0,0.0,0.0,0,0,0,
daniel-wass,Valencia,DEN,30,181 cm,Right,D,18,12.7M €,8,8,90,1,720 min,0.1,0.5,0,0,72.0,0,0.9,38.0 (78%),19.5 (82%),19.4 (70%),1.3 (31%),1.6 (42%),0.9 (33%),1.8,1.4,0.3,1.0,2.4,2,0,1,0.3 (50%),4.9 (51%),3.1 (57%),1.8 (42%),15.3,1.1,1.5,0.0,3,0,0
ezequiel-garay,Valencia,ARG,33,189 cm,Right,D,24,8.6M €,17,17,85,0,0.0,0.3,1,0,60.0,0,0.2,45.1 (88%),33.5 (95%),11.6 (71%),2.6 (39%),1.6 (42%),0.0 (0%),0.8,0.7,0.1,0.2,4.2,0,0,1,0.0 (0%),2.5 (55%),0.8 (50%),1.7 (57%),6.7,0.6,0.1,0.0,2,0,0,
eliaquim-mangala,Valencia,FRA,29,188 cm,Left,D,4,7.7M €,4,4,79,0,0.0,0.3,0,0,42.8,0,0.0,32.3 (89%),23.5 (94%),8.8 (78%),1.0 (29%),1.0 (44%),0.0 (0%),0.5,0.0,0.0,0.0,4.0,0,0,1,0.0 (0%),1.3 (33%),0.0 (0%),1.3 (45%),4.0,1.3,0.0,0.0,1,0,0,
cristiano-piccini,Valencia,ITA,27,189 cm,Right,D,21,7.2M €,2,1,38,0,0.0,0.5,0,0,33.0,0,0.0,17.0 (74%),9.5 (83%),8.0 (64%),1.0 (22%),0.5 (33%),0.5 (50%),1.0,2.5,0.0,0.0,0.0,0,0,0,0.5 (100%),3.5 (78%),3.5 (78%),0.0 (0%),8.5,0.5,0.5,0.0,0,0,0,
jaume-costa,Valencia,ESP,32,171 cm,Left,D,3,3.6M €,13,10,74,0,0.0,0.2,0,0,54.5,0,0.4,29.0 (82%),14.7 (85%),14.5 (74%),1.2 (41%),0.7 (31%),0.2 (10%),1.2,1.9,0.2,0.5,1.9,0,0,0,0.8 (77%),4.8 (58%),3.7 (63%),1.1 (47%),10.5,1.1,1.2,0.1,1,0,0,
thierry-correia,Valencia,POR,21,176 cm,Right,D,2,3.1M €,2,2,90,0,0.0,0.0,0,0,60.0,0,0.5,23.5 (72%),16.0 (80%),7.5 (58%),1.5 (25%),2.0 (67%),0.0 (0%),1.0,3.0,0.0,0.0,3.0,0,0,0,0.0 (0%),7.0 (58%),5.5 (65%),1.5 (43%),15.0,1.5,2.5,0.0,0,0,0,
hugo-guillamon,Valencia,ESP,20,178 cm,Right,D,33,205K €,1,0,45,0,0.0,0.0,0,0,53.0,0,0.0,40.0 (89%),31.0 (91%),9.0 (75%),2.0 (33%),3.0 (75%),0.0 (0%),0.0,1.0,0.0,0.0,4.0,0,0,0,0.0 (0%),3.0 (100%),2.0 (100%),1.0 (100%),6.0,0.0,1.0,0.0,0,0,0,
guillem-molina,Valencia,ESP,19,183 cm,Right,D,37,140K €,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
jasper-cillessen,Valencia,NED,30,185 cm,Right,G,13,16.5M €,6,6,90,0,0.0,0.0,0,0,38.7,0,0.0,17.0 (59%),11.5 (83%),5.5 (36%),7.3 (38%),4.7 (51%),0.0 (0%),0.2,0.0,0.0,0.0,0.8,0,0,0,0.0 (0%),0.3 (100%),0.0 (0%),0.3 (100%),12.2,0.0,0.0,0.0,0,0,0,
jaume-domenech,Valencia,ESP,29,186 cm,Right,G,1,7.3M €,2,2,90,0,0.0,0.0,0,0,40.5,0,0.0,15.0 (44%),10.0 (71%),5.0 (25%),11.0 (37%),6.0 (55%),0.0 (0%),0.5,0.0,0.0,0.0,2.0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),19.0,0.0,0.0,0.0,1,0,0,
paco-alcacer,Villarreal,ESP,26,176 cm,Right,F,17,39M €,6,6,83,2,248 min,0.3,1.5,2,1,28.2,1,0.7,15.3 (78%),4.5 (90%),10.8 (73%),0.3 (100%),0.7 (44%),0.0 (0%),0.2,0.3,0.3,0.3,0.8,0,0,0,0.0 (0%),2.2 (38%),1.5 (50%),0.7 (25%),6.8,0.5,1.2,1.0,1,0,0
gerard-moreno,Villarreal,ESP,28,180 cm,Left,F,7,19.4M €,25,24,83,11,188 min,0.4,2.2,10,3,48.1,8,1.6,21.2 (75%),7.2 (83%),14.3 (67%),2.2 (70%),1.6 (66%),0.3 (17%),0.4,0.7,0.6,1.3,1.8,0,0,0,1.9 (66%),5.8 (45%),3.9 (46%),1.9 (43%),13.9,1.1,1.4,0.5,4,0,0
carlos-bacca,Villarreal,COL,33,181 cm,Right,F,9,2.9M €,12,4,35,1,423 min,0.08,0.8,3,0,9.9,0,0.2,4.5 (74%),1.8 (91%),2.8 (63%),0.1 (100%),0.1 (100%),0.0 (0%),0.0,0.3,0.0,0.2,0.3,0,0,0,0.2 (25%),1.3 (42%),0.4 (31%),0.8 (50%),3.2,0.4,0.0,0.4,1,0,0
samuel-chukwueze,Villarreal,NGR,20,172 cm,Left,M,11,31M €,26,13,55,3,475 min,0.1,0.8,3,1,30.7,6,1.2,13.3 (72%),3.9 (77%),9.5 (66%),0.9 (59%),0.9 (59%),0.2 (18%),0.2,0.7,0.5,0.4,0.4,0,1,0,1.7 (57%),3.9 (54%),3.5 (57%),0.3 (35%),10.0,0.3,1.2,0.4,1,0,0
andre-zambo-anguissa,Villarreal,CMR,24,184 cm,Right,M,19,24M €,25,18,68,1,1692 min,0.04,0.7,1,0,54.2,0,0.6,32.6 (86%),14.0 (89%),18.7 (82%),1.8 (71%),1.0 (60%),0.0 (0%),1.2,2.2,0.4,1.1,0.8,0,0,0,2.4 (83%),7.9 (59%),5.4 (57%),2.5 (65%),10.0,1.2,1.0,0.0,6,0,0
manu-trigueros,Villarreal,ESP,28,178 cm,Right,M,14,11.6M €,20,14,61,1,1220 min,0.05,0.7,1,4,44.9,8,1.5,30.1 (88%),11.8 (94%),18.7 (82%),1.6 (65%),1.9 (70%),0.4 (29%),0.2,1.5,0.1,1.2,0.7,0,0,0,0.9 (75%),4.1 (47%),3.6 (52%),0.5 (28%),7.2,1.1,1.3,0.0,4,0,0
javier-ontiveros,Villarreal,ESP,22,172 cm,Right,M,24,8.7M €,21,3,22,2,230 min,0.10,1.3,0,1,20.3,2,0.3,9.6 (80%),3.6 (83%),6.2 (70%),0.3 (58%),0.4 (67%),0.2 (17%),0.1,0.7,0.0,0.8,0.1,0,0,0,1.1 (68%),2.4 (46%),2.2 (47%),0.1 (33%),5.5,0.6,0.4,0.0,1,0,0
vicente-iborra,Villarreal,ESP,32,195 cm,Right,M,10,6.8M €,26,26,82,0,0.0,0.4,2,2,56.6,2,0.3,37.8 (86%),22.5 (90%),15.3 (79%),3.7 (70%),2.7 (77%),0.0 (0%),1.3,2.0,0.3,1.2,2.2,1,0,1,0.3 (73%),6.7 (56%),3.5 (52%),3.1 (62%),7.7,1.7,1.3,0.0,9,0,0,
moi-gomez,Villarreal,ESP,25,174 cm,Right,M,23,6.4M €,26,21,68,4,443 min,0.2,0.8,1,3,42.1,5,1.0,24.4 (83%),9.0 (86%),16.1 (75%),1.8 (61%),1.4 (52%),0.7 (28%),0.7,0.9,0.7,0.5,0.4,0,0,0,0.7 (51%),2.8 (46%),2.3 (48%),0.5 (39%),9.8,0.7,0.7,0.3,1,0,0
santi-cazorla,Villarreal,ESP,35,168 cm,Both,M,8,3.9M €,24,21,76,8,229 min,0.3,1.3,0,6,65.3,7,2.3,40.5 (86%),13.9 (91%),27.8 (78%),4.0 (74%),3.3 (65%),1.3 (29%),0.5,1.6,0.1,1.2,0.4,1,0,0,1.6 (69%),4.8 (53%),4.4 (55%),0.4 (38%),13.6,0.8,1.2,0.1,3,0,0
manuel-morlanes,Villarreal,ESP,21,178 cm,Right,M,15,1.8M €,2,2,62,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bruno-soriano,Villarreal,ESP,35,184 cm,Left,M,21,630K €,34,33,88,5,597 min,0.1,0.4,2,2,2,0.7,57.1 (91%),27.4 (92%),29.8 (89%),3.0 (77%),0.1 (33%),2.5,2.0,0.5,2.5,0,0,1,0.5 (81%),4.4 (64%),3.2 (69%),1.2 (54%),0.4,0.7,0.0,5,0,0,,,,
pau-torres,Villarreal,ESP,23,192 cm,Left,D,4,15.5M €,24,23,86,1,2071 min,0.04,0.3,0,1,69.7,2,0.3,49.8 (84%),35.7 (91%),14.0 (70%),6.2 (56%),4.0 (52%),0.0 (0%),0.7,1.0,0.1,0.1,4.7,1,0,2,0.3 (75%),2.8 (48%),1.4 (52%),1.4 (45%),10.4,1.0,0.2,0.0,4,0,0
ruben-pena,Villarreal,ESP,28,170 cm,Right,D,20,8.8M €,19,15,74,1,1415 min,0.05,0.2,1,1,66.2,1,0.7,32.9 (81%),15.2 (85%),18.3 (70%),2.3 (54%),2.3 (60%),0.6 (17%),1.1,1.4,0.2,1.4,1.9,2,0,0,1.0 (40%),4.1 (41%),3.3 (39%),0.8 (48%),15.3,1.5,0.9,0.0,5,0,0
mario-gaspar,Villarreal,ESP,29,182 cm,Right,D,2,8.1M €,16,16,88,0,0.0,0.4,1,1,59.5,0,0.8,27.8 (74%),13.3 (80%),14.8 (67%),1.6 (32%),1.4 (38%),0.3 (28%),1.1,1.6,0.1,0.8,2.8,0,0,0,0.2 (38%),4.1 (45%),2.2 (47%),1.9 (43%),13.6,1.4,0.5,0.0,2,0,0,
alberto-moreno,Villarreal,ESP,27,170 cm,Left,D,18,7.2M €,9,8,76,0,0.0,0.9,1,0,64.4,0,0.7,34.6 (86%),19.0 (91%),15.8 (75%),0.8 (33%),1.0 (41%),0.2 (13%),1.3,2.0,0.0,0.8,1.2,0,0,0,0.9 (50%),4.1 (52%),3.6 (53%),0.6 (45%),11.1,0.8,0.7,0.0,2,0,0,
ramiro-funes-mori,Villarreal,ARG,29,186 cm,Left,D,6,6.6M €,7,5,65,0,0.0,0.3,0,0,45.3,0,0.3,31.7 (83%),22.6 (91%),9.1 (67%),3.6 (50%),2.0 (45%),0.0 (0%),0.4,0.7,0.0,0.3,1.3,1,0,0,0.1 (100%),2.7 (53%),1.3 (50%),1.4 (56%),7.6,1.0,0.6,0.0,1,0,0,
xavier-quintilla,Villarreal,ESP,23,183 cm,Left,D,16,5.3M €,16,15,86,0,0.0,0.2,0,2,65.6,4,1.2,37.3 (85%),18.6 (89%),19.3 (70%),1.3 (41%),1.4 (47%),0.6 (14%),0.6,1.3,0.1,0.4,1.8,0,0,0,0.3 (80%),2.8 (42%),2.2 (51%),0.6 (26%),12.4,1.5,0.7,0.0,5,0,0,
raul-albiol,Villarreal,ESP,34,190 cm,Right,D,3,3.8M €,26,26,90,1,2338 min,0.04,0.3,2,0,64.7,1,0.1,45.3 (84%),32.1 (91%),13.2 (71%),6.0 (58%),2.6 (49%),0.0 (33%),1.2,1.2,0.0,0.3,5.0,2,0,2,0.1 (100%),3.9 (59%),1.8 (65%),2.1 (55%),8.9,0.9,0.7,0.0,8,0,0
soufiane-chakla,Villarreal,MAR,26,188 cm,Right,D,22,950K €,1,1,45,0,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sergio-asenjo,Villarreal,ESP,30,189 cm,Right,G,1,12.4M €,24,24,90,0,0.0,0.0,0,0,34.8,0,0.0,17.8 (69%),15.2 (88%),2.5 (29%),5.2 (39%),1.4 (48%),0.0 (0%),0.0,0.0,0.0,0.1,0.7,1,0,1,0.0 (100%),0.3 (70%),0.1 (50%),0.2 (100%),8.4,0.1,0.2,0.0,1,0,0,
andres-fernandez,Villarreal,ESP,33,190 cm,Right,G,13,1.1M €,3,3,90,0,0.0,0.0,0,0,38.7,0,0.0,20.0 (69%),19.3 (85%),0.7 (11%),5.3 (39%),4.0 (71%),0.0 (0%),0.0,0.0,0.0,0.0,1.3,0,0,1,0.0 (0%),1.3 (80%),0.3 (50%),1.0 (100%),9.3,0.3,0.3,0.0,1,0,0,
mariano-barbosa,Villarreal,ARG,35,188 cm,Both,G,25,275K €,2,2,90,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carlos-fernandez,Granada,ESP,23,186 cm,Left,F,24,3.2M €,23,13,61,5,279 min,0.2,0.9,5,3,28.5,5,0.7,10.3 (61%),2.7 (75%),7.7 (56%),0.4 (53%),0.3 (58%),0.0 (0%),0.4,0.9,0.4,1.0,1.0,0,0,0,0.7 (53%),5.5 (39%),2.5 (37%),3.0 (41%),10.4,1.9,1.1,0.2,6,0,0
antonin,Granada,ESP,19,182 cm,Right,F,18,1.5M €,1,0,5,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roberto-soldado,Granada,ESP,34,180 cm,Right,F,9,905K €,23,22,77,2,880 min,0.09,0.6,4,4,27.2,5,1.0,12.3 (72%),4.2 (87%),8.2 (64%),0.4 (45%),0.7 (60%),0.1 (18%),0.2,0.5,0.5,0.5,0.4,0,0,0,0.3 (35%),4.1 (41%),2.4 (44%),1.7 (39%),8.6,1.4,1.6,0.7,11,0,0
gil-dias,Granada,POR,23,186 cm,Left,M,17,4.3M €,1,0,19,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxime-gonalons,Granada,FRA,31,186 cm,Right,M,4,3.8M €,18,16,81,0,0.0,0.3,0,0,43.9,2,0.4,25.3 (81%),15.0 (90%),10.3 (71%),2.4 (62%),2.1 (62%),0.0 (0%),1.1,3.3,0.1,1.7,1.1,1,0,0,0.7 (75%),7.3 (54%),5.3 (57%),1.9 (46%),7.3,1.9,1.3,0.0,6,0,0,
darwin-machis,Granada,VEN,27,174 cm,Right,M,23,3.2M €,26,13,55,6,238 min,0.2,1.5,2,3,28.0,2,0.9,8.7 (73%),1.9 (75%),7.4 (59%),0.5 (67%),0.4 (50%),0.6 (19%),0.9,0.7,0.3,0.4,0.2,0,0,0,1.6 (59%),4.0 (49%),3.3 (51%),0.6 (39%),9.7,1.1,1.1,0.3,3,0,0
antonio-puertas,Granada,ESP,28,183 cm,Right,M,10,3.1M €,26,19,70,5,364 min,0.2,1.0,4,0,34.3,2,0.4,13.5 (73%),4.8 (82%),8.9 (64%),0.2 (38%),0.4 (52%),0.2 (19%),0.3,1.2,0.6,1.0,0.5,0,0,0,1.3 (52%),5.5 (43%),3.7 (45%),1.7 (39%),11.2,1.0,1.2,0.1,5,0,0
yangel-herrera,Granada,VEN,22,184 cm,Right,M,21,2.8M €,4,3,76,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alvaro-vadillo,Granada,ESP,25,180 cm,Right,M,7,2.8M €,2,2,60,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fede-vico,Granada,ESP,25,180 cm,Left,M,14,1.6M €,9,6,45,1,409 min,0.1,0.6,1,1,26.2,1,1.0,12.0 (80%),2.8 (76%),9.8 (72%),0.6 (71%),0.7 (75%),0.6 (25%),0.2,0.0,0.4,0.8,0.1,0,0,0,1.2 (69%),2.6 (43%),2.2 (44%),0.3 (33%),8.0,0.3,1.0,0.0,1,0,0
angel-montoro,Granada,ESP,31,182 cm,Right,M,19,1.5M €,12,11,74,1,883 min,0.08,0.5,0,4,53.8,0,1.5,31.9 (80%),12.8 (89%),20.3 (70%),4.3 (59%),4.8 (56%),1.1 (30%),1.0,1.4,0.5,0.8,1.0,0,0,0,0.5 (67%),3.3 (48%),3.2 (50%),0.2 (25%),12.3,1.8,1.3,0.0,5,0,0
ramon-azeez,Granada,NGR,27,170 cm,Right,M,12,1M €,17,9,52,2,440 min,0.1,0.6,1,0,20.3,0,0.2,10.6 (80%),4.0 (76%),6.6 (79%),0.4 (60%),0.2 (30%),0.0 (0%),0.6,0.6,0.1,0.5,0.2,0,1,0,0.2 (33%),2.1 (35%),1.6 (38%),0.5 (27%),4.8,1.4,0.9,0.1,3,0,0
yan-brice,Granada,CMR,22,187 cm,Right,M,8,960K €,17,11,54,0,0.0,0.2,0,0,22.7,0,0.2,11.6 (78%),4.6 (83%),7.1 (75%),0.8 (59%),0.6 (45%),0.0 (0%),0.4,1.5,0.2,0.5,0.4,0,1,0,0.8 (56%),4.0 (44%),3.2 (44%),0.8 (44%),5.2,2.2,1.0,0.0,4,0,0,
isma-ruiz,Granada B,ESP,19,M,29,205K €,None,None,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
